"Dc_Dist","Psa","Dispatch_Date_Time","Dc_Key","Location_Block","UCR_General","Text_General_Code","Police_Districts","Lon","Lat"
7,"D","2008-09-27 17:02:00",200807038366,"9000 BLOCK E ROOSEVELT BLVD",600,"Theft from Vehicle",6,-75.035995,40.073728
26,"3","2009-06-10 21:50:00",200926039573,"2100 BLOCK E CUMBERLAND ST",400,"Aggravated Assault Firearm",19,-75.126269,39.983674
26,"1","2013-07-06 19:13:00",201326033813,"2200 BLOCK N 05TH ST",800,"Other Assaults",19,-75.141666,39.985626
24,"2","2013-09-07 18:48:00",201324079633,"2800 BLOCK AMBER ST",1400,"Vandalism/Criminal Mischief",17,-75.118353,39.987772
6,"3","2014-11-14 13:28:00",201406051824,"1300 BLOCK MARKET ST",800,"Other Assaults",5,-75.161485,39.952073
19,"2","2012-12-05 18:59:00",201219101672,"N 61ST ST / VINE ST",2600,"All Other Offenses",15,-75.241774,39.96683
15,"D","2008-08-26 23:42:00",200815098716,"4300 BLOCK FRANKFORD AVE",1600,"Prostitution and Commercialized Vice",11,-75.088753,40.010998
16,"J","2008-01-09 00:16:00",200816001272,"4200 BLOCK HAVERFORD AVE",400,"Aggravated Assault Firearm",12,-75.208631,39.962392
15,"1","2009-12-16 23:22:00",200915137226,"1600 BLOCK PRATT ST",2600,"All Other Offenses",11,-75.078181,40.022319
9,"1","2012-10-16 17:46:00",201209045122,"S 18TH ST  / LOMBARD ST",600,"Thefts",8,-75.171696,39.945466
6,"O","2007-01-10 16:15:00",200706001938,"200 BLOCK POPLAR ST",600,"Theft from Vehicle",5,-75.140765,39.964125
8,"1","2015-07-02 07:39:00",201508025106,"8000 BLOCK ROWLAND AVE",300,"Robbery No Firearm",7,-75.029809,40.046523
3,"3","2015-08-03 12:38:00",201503047901,"2800 BLOCK S 10TH ST",1100,"Fraud",3,-75.165055,39.913745
14,"J","2006-02-14 20:13:00",200614013456,"MORTON ST /E TULPEHOCKEN ST",800,"Other Assaults",10,-75.176344,40.045422
2,"3","2015-03-11 20:46:00",201502014978,"7300 BLOCK BUSTLETON AV",2600,"All Other Offenses",2,-75.059935,40.047841
35,"1","2010-11-10 20:58:00",201035090071,"100 BLOCK FERN ST",800,"Other Assaults",20,-75.122584,40.042809
2,"3","2015-02-20 18:23:00",201502010469,"7000 BLOCK SOUDER ST",800,"Other Assaults",2,-75.066286,40.046084
25,"H","2006-08-18 03:43:00",200625087367,"A ST /E ALLEGHENY AV",2600,"All Other Offenses",17,-75.127339,39.9983
19,"2","2011-03-17 02:46:00",201119023617,"N 56TH ST / LANSDOWNE AV",2600,"All Other Offenses",15,-75.233693,39.976652
24,"2","2014-07-11 12:43:00",201424059099,"300 BLOCK E GURNEY ST",2600,"All Other Offenses",17,-75.126837,39.991357
15,"R","2009-06-01 11:46:00",200915058660,"3400 BLOCK COTTMAN AVE",1100,"Fraud",11,-75.042711,40.037882
35,"C","2006-01-11 20:15:00",200635003365,"6300 BLOCK N 2ND ST",600,"Theft from Vehicle",20,-75.123283,40.046588
2,"I","2009-08-08 01:29:00",200902052557,"7000 BLOCK CASTOR AV",2600,"All Other Offenses",2,-75.07033,40.046875
26,"E","2007-08-22 15:45:00",200726061189,"2400 BLOCK FRANKFORD AV",600,"Thefts",19,-75.126466,39.982696
2,"L","2007-04-01 18:56:00",200702021177,"6000 BLOCK AGUSTA ST",600,"Theft from Vehicle",2,-75.086067,40.036967
3,"E","2006-03-12 23:08:00",200603008763,"300 BLOCK SOUTH ST",2600,"All Other Offenses",3,-75.148713,39.941529
35,"2","2016-10-10 15:02:00",201635087156,"1300 BLOCK WINDRIM AV",1100,"Fraud",20,-75.144862,40.030564
4,"F","2009-06-08 00:44:00",200904024596,"2300 BLOCK S HUTCHINSON ST",2600,"All Other Offenses",3,-75.162925,39.920917
18,"3","2015-10-09 00:40:00",201518067385,"300 BLOCK UNIVERSITY AV",2100,"DRIVING UNDER THE INFLUENCE",14,-75.199268,39.951247
9,"M","2006-08-23 20:28:00",200609043092,"2000 BLOCK GREEN ST",800,"Other Assaults",8,-75.172144,39.965131
7,"2","2015-05-15 15:24:00",201507013728,"BUSTLETON AV / HALDEMAN AV",800,"Other Assaults",6,-75.03093,40.094061
12,"3","2011-01-23 01:23:00",201112006019,"S 54TH ST  / PASCHALL AV",2100,"DRIVING UNDER THE INFLUENCE",9,-75.217813,39.935367
5,"1","2010-06-22 23:04:00",201005013368,"3700 BLOCK MAIN ST",1100,"Fraud",4,-75.209172,40.015553
4,"A","2008-09-20 18:35:00",200804044169,"S 2ND ST  / JACKSON ST",800,"Other Assaults",3,-75.150194,39.9206
22,"3","2016-02-29 17:06:00",201622016591,"N BROAD ST / W GIRARD AVE",1100,"Fraud",16,-75.159444,39.971476
6,"3","2010-10-05 21:03:00",201006054418,"1200 BLOCK LOCUST ST",2600,"All Other Offenses",5,-75.161609,39.947809
25,"4","2013-08-16 09:22:00",201325069234,"2900 BLOCK N 13TH ST",2600,"All Other Offenses",18,-75.151685,39.99718
25,"L","2009-11-05 15:47:00",200925115453,"400 BLOCK W CAYUGA ST",700,"Recovered Stolen Motor Vehicle",18,-75.133953,40.018024
22,"2","2013-10-21 11:48:00",201322086322,"2700 BLOCK W HUNTINGDON ST",800,"Other Assaults",16,-75.175916,39.995026
12,"3","2011-08-16 01:05:00",201112066135,"6500 BLOCK DOREL ST",1700,"Other Sex Offenses (Not Commercialized)",9,-75.227622,39.918459
19,"3","2009-12-17 19:41:00",200919111999,"3900 BLOCK CITY AVE",500,"Burglary Residential",15,-75.209541,40.009098
3,"1","2011-07-14 20:25:00",201103048097,"500 BLOCK S 3RD ST",2500,"Vagrancy/Loitering",3,-75.147573,39.941824
25,"4","2016-09-01 13:56:00",201625073603,"3100 BLOCK N HUTCHINSON ST",800,"Other Assaults",18,-75.145741,39.999543
14,"1","2012-05-10 17:13:00",201214035219,"6000 BLOCK E WISTER ST",2600,"All Other Offenses",10,-75.158272,40.045104
24,"1","2016-01-11 16:04:00",201624003412,"2200 BLOCK WHEATSHEAF LN",600,"Thefts",17,-75.090539,39.998668
15,"K","2009-04-12 01:58:00",200915037205,"1500 BLOCK BRIDGE ST",2600,"All Other Offenses",11,-75.077145,40.024068
8,"F","2009-05-18 11:09:00",200908021182,"8700 BLOCK JACKSON ST",2600,"All Other Offenses",7,-75.011578,40.046316
3,"3","2016-03-11 20:00:00",201603013161,"2600 BLOCK S MARSHALL ST",2600,"All Other Offenses",3,-75.158523,39.916201
15,"2","2012-07-21 07:16:00",201215069855,"6300 BLOCK DITMAN ST",500,"Burglary Residential",11,-75.053764,40.022003
2,"C","2008-02-08 19:00:00",200802008973,"2000 BLOCK OAKMONT ST",800,"Other Assaults",2,-75.060937,40.054084
18,"3","2011-08-26 22:29:00",201118052159,"4000 BLOCK WALNUT ST",2600,"All Other Offenses",14,-75.202674,39.954081
22,"1","2010-11-06 23:54:00",201022103107,"2000 BLOCK N 16TH ST",2200,"Liquor Law Violations",16,-75.16009,39.983635
39,"1","2010-10-13 14:41:00",201039064074,"4300 BLOCK KELLY DR",400,"Aggravated Assault No Firearm",21,-75.197466,40.009436
12,"4","2014-07-24 22:05:00",201412055320,"5700 BLOCK PENTRIDGE ST",2600,"All Other Offenses",9,-75.232014,39.940276
24,"E","2006-10-13 17:10:00",200624094433,"1800 BLOCK E LIPPINCOTT ST",2400,"Disorderly Conduct",17,-75.11445,39.995842
18,"1","2015-09-14 12:54:00",201518061244,"1200 BLOCK S EDGEWOOD ST",1100,"Fraud",14,-75.245226,39.944401
17,"3","2015-12-19 11:17:00",201517063288,"1400 BLOCK S 21ST ST",2600,"All Other Offenses",13,-75.179363,39.934398
6,"3","2014-04-04 12:52:00",201406013666,"600 BLOCK WALNUT ST",1200,"Embezzlement",5,-75.151145,39.947768
12,"M","2006-07-16 21:22:00",200612055138,"2700 BLOCK PEACH TER",800,"Other Assaults",9,-75.214448,39.932898
35,"G","2006-05-15 16:23:00",200635040406,"4600 BLOCK N 13TH ST",1800,"Narcotic / Drug Law Violations",20,-75.146092,40.022759
8,"A","2009-03-31 19:39:00",200908013275,"8100 BLOCK FRANKFORD AVE",1200,"Embezzlement",7,-75.024516,40.042686
35,"2","2011-12-02 17:51:00",201135088648,"500 BLOCK LINDLEY AVE",500,"Burglary Non-Residential",20,-75.132795,40.028823
1,"2","2010-07-09 20:02:00",201001028795,"2200 BLOCK OREGON AV",600,"Thefts",1,-75.185227,39.918538
3,"2","2011-12-03 08:39:00",201103080694,"400 BLOCK TREE ST",1800,"Narcotic / Drug Law Violations",3,-75.153852,39.92059
18,"2","2015-01-05 20:36:00",201518000984,"100 BLOCK S 52ND ST",2600,"All Other Offenses",14,-75.225458,39.956979
39,"2","2009-10-19 11:54:00",200939069078,"1700 BLOCK W HUNTING PARK AVE",2400,"Disorderly Conduct",21,-75.156583,40.014612
39,"J","2007-10-24 12:20:00",200739066884,"1900 BLOCK W PACIFIC ST",1100,"Fraud",21,-75.16003,40.009568
39,"F","2006-10-01 01:41:00",200639063277,"1900 BLOCK ROBERTS AVE",2100,"DRIVING UNDER THE INFLUENCE",21,-75.158014,40.021497
19,"2","2013-03-25 03:34:00",201319023489,"1200 BLOCK N 51ST ST",300,"Robbery Firearm",15,-75.223806,39.972887
2,"2","2013-02-14 08:26:00",201302010058,"6200 BLOCK RISING SUN AV",800,"Other Assaults",2,-75.09735,40.047891
15,"3","2012-12-01 14:26:00",201215116002,"3300 BLOCK GLENVIEW ST",700,"Recovered Stolen Motor Vehicle",11,-75.051474,40.033498
39,"N","2006-06-16 00:29:00",200639036648,"3100 BLOCK N 32ND ST",300,"Robbery Firearm",21,-75.182084,40.003917
23,"M","2006-06-27 18:26:00",200623026124,"2600 BLOCK W MONTGOMERY AVE",100,"Homicide - Criminal",16,-75.177131,39.982705
3,"2","2016-07-16 09:37:00",201603040273,"500 BLOCK JACKSON ST",2600,"All Other Offenses",3,-75.155355,39.921234
8,"D","2008-11-28 18:48:00",200808057751,"1400 BLOCK FRANKLIN MILLS CIR",600,"Theft from Vehicle",7,-74.959433,40.086521
12,"H","2006-05-18 20:50:00",200612038137,"S 67TH ST /GROVERS AVE",800,"Other Assaults",9,-75.228698,39.916862
16,"1","2013-05-05 11:50:00",201316017713,"4000 BLOCK MARKET ST",600,"Theft from Vehicle",12,-75.203355,39.957375
77,"A","2015-11-16 17:21:00",201577006476,"8800 BLOCK ESSINGTON AVE",1100,"Fraud",9,-75.229306,39.894728
8,"G","2006-02-04 12:38:00",200608005455,"ACADEMY& HOLME AVE",600,"Thefts",7,-75.008642,40.057782
9,"S","2009-09-02 23:57:00",200909043116,"2000 BLOCK BROWN ST",2600,"All Other Offenses",8,-75.172466,39.969463
25,"K","2009-02-26 19:20:00",200925019714,"400 BLOCK W VENANGO ST",700,"Recovered Stolen Motor Vehicle",18,-75.136732,40.005796
2,"1","2013-01-06 03:42:00",201302001245,"2000 BLOCK DISSTON ST",2600,"All Other Offenses",2,-75.064012,40.042437
14,"4","2012-02-29 15:49:00",201214015614,"W GRAVERS LA  / GERMANTOWN AV",300,"Robbery No Firearm",10,-75.204904,40.075132
6,"N","2008-10-22 20:27:00",200806060388,"300 BLOCK N 13TH ST",2500,"Vagrancy/Loitering",5,-75.160274,39.957828
16,"2","2012-09-05 14:53:00",201216038212,"600 BLOCK N 41ST ST",2600,"All Other Offenses",12,-75.20564,39.962624
6,"3","2012-02-25 14:24:00",201206009788,"100 BLOCK S 13TH ST",600,"Thefts",5,-75.161895,39.949841
15,"3","2014-11-27 01:41:00",201415112998,"3500 BLOCK COTTMAN AVE",2400,"Disorderly Conduct",11,-75.042184,40.037588
22,"1","2010-03-24 00:53:00",201022024910,"1900 BLOCK N 21ST ST",600,"Thefts",16,-75.168686,39.983252
35,"1","2010-04-23 09:08:00",201035030969,"200 BLOCK E OLNEY AVE",1500,"Weapon Violations",20,-75.117661,40.034859
19,"2","2010-11-11 08:52:00",201019105442,"6000 BLOCK W GIRARD AVE",2600,"All Other Offenses",15,-75.240088,39.969864
18,"1","2010-11-04 02:42:00",201018073760,"6000 BLOCK OSAGE AVE",500,"Burglary Residential",14,-75.242854,39.954862
9,"2","2014-06-13 20:20:00",201409021926,"1700 BLOCK ARCH ST",600,"Thefts",8,-75.167976,39.955007
39,"3","2016-09-09 23:36:00",201639074097,"N 28TH ST / W CAMBRIA ST",2600,"All Other Offenses",21,-75.176303,39.999931
6,"2","2016-06-14 15:57:00",201606025326,"800 BLOCK MARKET ST",600,"Thefts",NA,NA,NA
12,"Q","2008-04-23 09:00:00",200812034035,"5400 BLOCK WARRINGTON AVE",800,"Other Assaults",9,-75.22638,39.94132
8,"O","2006-12-26 17:36:00",200608057494,"3000 BLOCK WOODHAVEN RD",800,"Other Assaults",7,-74.986276,40.099486
15,"1","2014-07-28 10:22:00",201415067064,"4200 BLOCK PAUL ST",2600,"All Other Offenses",11,-75.088322,40.008583
15,"3","2011-05-25 12:57:00",201115051959,"7700 BLOCK STATE RD",1100,"Fraud",11,-75.023068,40.030482
15,"3","2010-03-09 14:20:00",201015023573,"3200 BLOCK WELLINGTON ST",600,"Thefts",11,-75.04747,40.038842
22,"B","2006-11-07 21:13:00",200622068752,"2300 BLOCK N PARK AV",1800,"Narcotic / Drug Law Violations",16,-75.154608,39.987765
24,"1","2012-05-29 14:48:00",201224046043,"1800 BLOCK E WILLARD ST",1800,"Narcotic / Drug Law Violations",17,-75.111431,39.997264
15,"K","2007-03-09 18:06:00",200715024567,"2900 BLOCK MC KINLEY ST",2600,"All Other Offenses",11,-75.063906,40.028756
3,"G","2006-11-11 11:40:00",200603041000,"S 10TH ST /REED ST",600,"Theft from Vehicle",3,-75.160994,39.932032
26,"3","2010-06-16 00:38:00",201026032868,"1300 BLOCK BEACH ST",300,"Robbery No Firearm",19,-75.12867,39.967043
19,"2","2011-10-31 10:26:00",201119096621,"5500 BLOCK PEARL ST",1400,"Vandalism/Criminal Mischief",15,-75.230445,39.966178
22,"1","2011-10-06 00:29:00",201122084778,"1700 BLOCK EDGLEY ST",800,"Other Assaults",16,-75.162287,39.986089
39,"2","2016-08-21 06:50:00",201639067808,"2900 BLOCK W HUNTING PARK AVE",2100,"DRIVING UNDER THE INFLUENCE",21,-75.177665,40.0056
35,"A","2009-01-28 17:18:00",200935007696,"100 BLOCK E RUSCOMB ST",700,"Recovered Stolen Motor Vehicle",20,-75.121857,40.027277
26,"S","2006-02-02 01:09:00",200626008334,"700 BLOCK W HUNTINGDON ST",2600,"All Other Offenses",19,-75.144201,39.990936
5,"1","2011-04-30 20:59:00",201105007851,"5400 BLOCK HENRY AV / HERMIT ST",2100,"DRIVING UNDER THE INFLUENCE",NA,NA,NA
12,"4","2014-08-10 21:41:00",201412060204,"5700 BLOCK WHITBY AV",2600,"All Other Offenses",9,-75.233814,39.942258
19,"2","2011-04-14 23:25:00",201119033151,"5400 BLOCK MARKET ST",2600,"All Other Offenses",15,-75.228659,39.960517
14,"2","2014-04-14 19:48:00",201414027539,"300 BLOCK E CLIVEDEN ST",1400,"Vandalism/Criminal Mischief",10,-75.178094,40.051795
16,"2","2013-02-11 17:42:00",201316005574,"4600 BLOCK W GIRARD AV",600,"Thefts",12,-75.213954,39.973006
15,"H","2006-03-21 09:56:00",200615030288,"4700 BLOCK FRANKFORD AV",1400,"Vandalism/Criminal Mischief",11,-75.083413,40.017003
77,"A","2015-07-27 14:11:00",201577004215,"0 BLOCK PIA WAY",1100,"Fraud",22,-75.230706,39.883852
14,"S","2006-10-12 00:05:00",200614083344,"8100 BLOCK FAYETTE ST",1400,"Vandalism/Criminal Mischief",10,-75.170296,40.075199
35,"J","2008-12-05 11:23:00",200835112123,"6100 BLOCK N BROAD ST",1100,"Fraud",20,-75.14312,40.046686
9,"O","2008-07-17 23:28:00",200809038390,"800 BLOCK N TANEY ST",500,"Burglary Residential",8,-75.180357,39.97106
2,"3","2015-09-12 10:31:00",201502059462,"1500 BLOCK COTTMAN AVE",800,"Other Assaults",2,-75.074599,40.056065
25,"3","2016-02-02 22:48:00",201625008340,"500 BLOCK E ONTARIO ST",600,"Theft from Vehicle",18,-75.12059,40.000551
15,"3","2012-06-14 18:53:00",201215055783,"4200 BLOCK LORING ST",800,"Other Assaults",11,-75.036479,40.036921
7,"1","2011-06-27 01:19:00",201107024680,"1600 BLOCK EMERSON ST",800,"Other Assaults",6,-75.059441,40.068369
26,"1","2014-09-07 14:48:00",201426046074,"2600 BLOCK N REESE ST",800,"Other Assaults",19,-75.141131,39.991501
22,"4","2013-03-09 10:19:00",201322018302,"1600 BLOCK N DOVER ST",600,"Theft from Vehicle",16,-75.181569,39.980771
16,"S","2007-12-26 22:45:00",200716058190,"46TH/LANCASTER",2600,"All Other Offenses",12,-75.2139,39.970296
8,"2","2016-02-25 21:12:00",201608007418,"11000 BLOCK KNIGHTS RD",500,"Burglary Non-Residential",7,-74.977987,40.079192
15,"3","2012-08-18 11:44:00",201215079956,"4700 BLOCK MERIDIAN ST",600,"Theft from Vehicle",11,-75.028362,40.033284
17,"F","2008-01-05 16:07:00",200817000767,"1600 BLOCK WASHINGTON AVE",600,"Theft from Vehicle",13,-75.17058,39.938384
35,"B","2008-12-12 00:13:00",200835114079,"200 BLOCK W NEDRO AVE",300,"Robbery No Firearm",20,-75.124602,40.040384
12,"3","2010-12-30 19:00:00",201012117872,"2300 BLOCK S 63RD ST",500,"Burglary Residential",9,-75.230082,39.926106
25,"3","2015-06-14 14:36:00",201525048017,"3200 BLOCK N PHILIP ST",800,"Other Assaults",18,-75.133713,39.999438
19,"3","2014-07-19 00:59:00",201419063612,"5600 BLOCK LANSDOWNE AVE",2100,"DRIVING UNDER THE INFLUENCE",15,-75.233693,39.976597
2,"3","2010-03-09 00:23:00",201002015658,"7100 BLOCK BINGHAM ST",300,"Robbery Firearm",2,-75.084707,40.057916
3,"E","2007-06-29 03:00:00",200703021420,"500 BLOCK S RANDOLPH CT",300,"Robbery No Firearm",3,-75.151498,39.942409
18,"2","2011-10-13 08:39:00",201118062010,"5400 BLOCK MARKET ST",800,"Other Assaults",14,-75.228924,39.960462
14,"1","2014-09-23 14:58:00",201414074868,"1800 BLOCK E WASHINGTON LN",800,"Other Assaults",10,-75.159811,40.065298
24,"1","2015-02-13 07:40:00",201524012882,"3400 BLOCK BRADDOCK ST",600,"Theft from Vehicle",17,-75.105706,39.996573
19,"C","2008-09-30 13:28:00",200819080113,"6100 BLOCK LANCASTER AVE",500,"Burglary Non-Residential",15,-75.244404,39.983832
3,"1","2010-06-25 14:39:00",201003034995,"700 BLOCK S 11TH ST",600,"Theft from Vehicle",3,-75.160588,39.94067
16,"1","2010-04-10 14:52:00",201016018316,"200 BLOCK N 34TH ST",600,"Thefts",12,-75.19092,39.959326
3,"A","2007-01-19 15:35:00",200703002236,"S 2ND ST /TASKER ST",800,"Other Assaults",3,-75.148704,39.927905
12,"3","2010-04-08 15:51:00",201012032326,"S 65TH ST  / ELMWOOD AV",800,"Other Assaults",9,-75.23033,39.922211
23,"C","2006-07-11 04:33:00",200623028250,"1400 BLOCK CAMBRIDGE ST",300,"Robbery Firearm",16,-75.160469,39.970872
15,"1","2012-01-20 08:41:00",201215005966,"4800 BLOCK DARRAH ST",700,"Recovered Stolen Motor Vehicle",11,-75.081353,40.017238
6,"2","2016-08-10 20:20:00",201606034915,"N 10TH ST / FILBERT ST",2600,"All Other Offenses",5,-75.156505,39.952574
15,"F","2007-07-26 08:51:00",200715080857,"4600 BLOCK HAWTHORNE ST",1400,"Vandalism/Criminal Mischief",11,-75.080781,40.014294
22,"4","2015-09-02 14:13:00",201522078822,"2200 BLOCK CECIL B MOORE AVE",2600,"All Other Offenses",16,-75.171483,39.980504
4,"H","2008-02-01 15:09:00",200804004607,"700 BLOCK PORTER ST",1800,"Narcotic / Drug Law Violations",3,-75.159305,39.917884
7,"1","2011-07-20 23:42:00",201107027852,"1800 BLOCK RHAWN ST",2600,"All Other Offenses",6,-75.059534,40.063981
26,"C","2007-09-12 12:28:00",200726066154,"600 BLOCK E THOMPSON ST",800,"Other Assaults",19,-75.127282,39.972994
39,"R","2007-08-07 12:58:00",200739048886,"2300 BLOCK W CAMBRIA ST",700,"Recovered Stolen Motor Vehicle",21,-75.168528,39.998874
24,"2","2010-03-22 19:15:00",201024023179,"0 BLOCK E SILVER ST",2600,"All Other Offenses",17,-75.130588,39.991696
19,"2","2016-05-12 17:31:00",201619042628,"5500 BLOCK CAMBRIDGE ST",2100,"DRIVING UNDER THE INFLUENCE",15,-75.232083,39.970303
16,"R","2006-11-13 09:21:00",200616054719,"5100 BLOCK BROWN ST",400,"Aggravated Assault No Firearm",12,-75.222271,39.965638
15,"F","2008-04-27 21:17:00",200815047508,"1600 BLOCK UNITY ST",600,"Theft from Vehicle",11,-75.087636,40.012377
18,"N","2009-09-08 01:34:00",200918061381,"S 58TH ST / BALTIMORE AV",2600,"All Other Offenses",9,-75.240269,39.945875
4,"2","2010-01-02 14:42:00",201004000239,"0 BLOCK SNYDER AVE",1100,"Fraud",3,-75.139007,39.920463
19,"A","2007-02-22 00:59:00",200719010917,"7400 BLOCK WOODBINE AV",2600,"All Other Offenses",15,-75.265104,39.975921
1,"1","2016-09-28 00:59:00",201601041525,"S 22ND ST / W PASSYUNK AV",2600,"All Other Offenses",1,-75.183437,39.922948
18,"2","2012-04-13 19:14:00",201218019737,"5300 BLOCK LOCUST ST",2100,"DRIVING UNDER THE INFLUENCE",14,-75.227789,39.956031
25,"4","2015-05-20 18:08:00",201525039794,"W ALLEGHENY AV / W GLENWOOD AV",500,"Burglary Non-Residential",18,-75.144175,40.00044
24,"1","2016-09-16 01:55:00",201624089469,"4000 BLOCK HOWLAND ST",800,"Other Assaults",17,-75.103419,40.008133
3,"3","2011-06-02 21:11:00",201103037195,"800 BLOCK WATKINS ST",2600,"All Other Offenses",3,-75.158816,39.927555
12,"4","2011-03-10 23:57:00",201112019332,"S 54TH ST / WARRINGTON AV",2600,"All Other Offenses",9,-75.225512,39.941881
24,"3","2014-11-24 19:11:00",201424103355,"3200 BLOCK CEDAR ST",800,"Other Assaults",17,-75.10585,39.988031
24,"N","2006-09-20 10:10:00",200624086771,"4100 BLOCK LAWNDALE AVE",700,"Motor Vehicle Theft",17,-75.105551,40.010388
24,"2","2016-09-30 18:33:00",201624094208,"3100 BLOCK N FRONT ST",300,"Robbery No Firearm",17,-75.129549,39.996978
25,"2","2010-06-27 16:25:00",201025060255,"4000 BLOCK N FRANKLIN ST",2600,"All Other Offenses",18,-75.14001,40.012837
24,"B","2007-08-21 03:38:00",200724070847,"2500 BLOCK E SOMERSET ST",2600,"All Other Offenses",17,-75.114437,39.982166
2,"K","2009-05-21 23:54:00",200902033513,"2000 BLOCK HELLERMAN ST",2600,"All Other Offenses",2,-75.070008,40.037182
12,"R","2008-07-08 15:06:00",200812059999,"2900 BLOCK ISLAND AVE",800,"Other Assaults",9,-75.240242,39.903643
24,"1","2012-10-23 16:26:00",201224094975,"2000 BLOCK ALBRIGHT ST",1800,"Narcotic / Drug Law Violations",17,-75.099209,39.998798
35,"3","2016-06-11 00:16:00",201635051071,"6500 BLOCK N 18TH ST",1100,"Fraud",20,-75.148025,40.054156
17,"1","2010-06-28 23:09:00",201017036309,"1700 BLOCK WASHINGTON AV",2600,"All Other Offenses",13,-75.171634,39.938418
